images transferred
everything loaded
cornet_z_vggface_oneobject
runs created?
=> creating model 'cornet_z'
cornet_z
normalization constant Z is set to 391486.3
Epoch: [0][0/690]	Time 11.844 (11.844)	Data 5.604 (5.604)	Loss 10.0466 (10.0466)	
Epoch: [0][380/690]	Time 0.145 (0.884)	Data 0.000 (0.716)	Loss 24.6998 (20.3138)	
Epoch: [0][390/690]	Time 0.146 (0.884)	Data 0.000 (0.717)	Loss 23.0858 (20.3983)	
Epoch: [0][400/690]	Time 0.145 (0.880)	Data 0.000 (0.713)	Loss 24.3695 (20.4788)	
Epoch: [0][410/690]	Time 0.176 (0.884)	Data 0.000 (0.718)	Loss 25.5007 (20.6030)	
Epoch: [0][420/690]	Time 0.301 (0.883)	Data 0.158 (0.716)	Loss 25.3646 (20.7073)	
Epoch: [0][430/690]	Time 0.158 (0.883)	Data 0.000 (0.717)	Loss 23.1845 (20.7741)	
Epoch: [0][440/690]	Time 2.305 (0.883)	Data 2.162 (0.717)	Loss 22.4715 (20.8054)	
Epoch: [0][450/690]	Time 0.145 (0.881)	Data 0.000 (0.716)	Loss 22.1106 (20.8607)	
Epoch: [0][460/690]	Time 0.152 (0.881)	Data 0.000 (0.716)	Loss 20.5290 (20.8593)	
Epoch: [0][470/690]	Time 0.143 (0.884)	Data 0.000 (0.719)	Loss 21.8153 (20.8583)	
Epoch: [0][480/690]	Time 0.160 (0.882)	Data 0.000 (0.717)	Loss 26.5682 (20.9315)	
Epoch: [0][490/690]	Time 0.196 (0.885)	Data 0.000 (0.720)	Loss 26.4728 (21.0562)	
Epoch: [0][500/690]	Time 0.155 (0.882)	Data 0.000 (0.718)	Loss 23.9316 (21.1309)	
Epoch: [0][510/690]	Time 0.146 (0.881)	Data 0.000 (0.718)	Loss 24.0657 (21.1791)	
Epoch: [0][520/690]	Time 2.090 (0.883)	Data 1.935 (0.719)	Loss 24.7278 (21.2348)	
Epoch: [0][530/690]	Time 0.155 (0.882)	Data 0.000 (0.719)	Loss 24.5507 (21.3085)	
Epoch: [0][540/690]	Time 0.144 (0.881)	Data 0.000 (0.718)	Loss 21.1144 (21.3313)	
Epoch: [0][550/690]	Time 0.146 (0.882)	Data 0.000 (0.720)	Loss 20.2991 (21.3223)	
Epoch: [0][560/690]	Time 0.144 (0.879)	Data 0.000 (0.717)	Loss 21.7055 (21.3172)	
Epoch: [0][570/690]	Time 0.148 (0.880)	Data 0.000 (0.718)	Loss 23.9762 (21.3420)	
Epoch: [0][580/690]	Time 0.147 (0.880)	Data 0.000 (0.718)	Loss 24.6014 (21.4019)	
Epoch: [0][590/690]	Time 1.109 (0.880)	Data 0.967 (0.718)	Loss 23.5173 (21.4444)	
Epoch: [0][600/690]	Time 0.145 (0.882)	Data 0.000 (0.720)	Loss 20.8424 (21.4425)	
Epoch: [0][610/690]	Time 1.978 (0.882)	Data 1.822 (0.720)	Loss 21.8844 (21.4501)	
Epoch: [0][620/690]	Time 0.148 (0.881)	Data 0.000 (0.719)	Loss 22.3794 (21.4808)	
Epoch: [0][630/690]	Time 3.037 (0.882)	Data 2.882 (0.721)	Loss 21.1805 (21.4774)	
Epoch: [0][640/690]	Time 0.145 (0.880)	Data 0.000 (0.719)	Loss 21.5197 (21.4658)	
Epoch: [0][650/690]	Time 1.037 (0.881)	Data 0.891 (0.720)	Loss 22.5021 (21.4706)	
Epoch: [0][660/690]	Time 0.146 (0.879)	Data 0.000 (0.718)	Loss 22.4082 (21.4952)	
Epoch: [0][670/690]	Time 0.855 (0.879)	Data 0.710 (0.719)	Loss 22.2316 (21.5007)	
Epoch: [0][680/690]	Time 0.151 (0.880)	Data 0.000 (0.720)	Loss 21.7566 (21.5160)	
Test [256/22066]	Net Time 2.675 (2.675)	Cls Time 0.060 (0.060)	Top1: 0.78
Test [512/22066]	Net Time 0.013 (1.344)	Cls Time 0.075 (0.068)	Top1: 0.39
Test [768/22066]	Net Time 0.009 (0.899)	Cls Time 0.051 (0.062)	Top1: 0.26
Test [1024/22066]	Net Time 0.009 (0.677)	Cls Time 0.048 (0.059)	Top1: 0.20
Test [1280/22066]	Net Time 1.079 (0.757)	Cls Time 0.048 (0.056)	Top1: 0.23
Test [1536/22066]	Net Time 0.010 (0.633)	Cls Time 0.057 (0.057)	Top1: 0.20
Test [1792/22066]	Net Time 0.140 (0.562)	Cls Time 0.046 (0.055)	Top1: 0.17
Test [2048/22066]	Net Time 0.009 (0.493)	Cls Time 0.047 (0.054)	Top1: 0.68
Test [2304/22066]	Net Time 1.574 (0.613)	Cls Time 0.060 (0.055)	Top1: 0.61
Test [2560/22066]	Net Time 0.011 (0.553)	Cls Time 0.044 (0.054)	Top1: 0.55
Test [2816/22066]	Net Time 0.013 (0.504)	Cls Time 0.045 (0.053)	Top1: 0.50
Test [3072/22066]	Net Time 0.030 (0.464)	Cls Time 0.038 (0.052)	Top1: 0.46
Test [3328/22066]	Net Time 1.742 (0.563)	Cls Time 0.056 (0.052)	Top1: 0.42
Test [3584/22066]	Net Time 0.017 (0.524)	Cls Time 0.080 (0.054)	Top1: 0.39
Test [3840/22066]	Net Time 0.031 (0.491)	Cls Time 0.039 (0.053)	Top1: 0.36
Test [4096/22066]	Net Time 0.008 (0.461)	Cls Time 0.049 (0.053)	Top1: 0.37
Test [4352/22066]	Net Time 0.704 (0.475)	Cls Time 0.046 (0.052)	Top1: 0.34
Test [4608/22066]	Net Time 0.009 (0.449)	Cls Time 0.060 (0.053)	Top1: 0.33
Test [4864/22066]	Net Time 0.010 (0.426)	Cls Time 0.058 (0.053)	Top1: 0.31
Test [5120/22066]	Net Time 0.008 (0.405)	Cls Time 0.048 (0.053)	Top1: 0.29
Test [5376/22066]	Net Time 1.425 (0.454)	Cls Time 0.058 (0.053)	Top1: 0.28
Test [5632/22066]	Net Time 0.009 (0.433)	Cls Time 0.048 (0.053)	Top1: 0.27
Test [5888/22066]	Net Time 0.009 (0.415)	Cls Time 0.046 (0.053)	Top1: 0.31
Test [6144/22066]	Net Time 0.021 (0.398)	Cls Time 0.047 (0.052)	Top1: 0.33
Test [6400/22066]	Net Time 1.877 (0.458)	Cls Time 0.065 (0.053)	Top1: 0.31
Test [6656/22066]	Net Time 0.010 (0.440)	Cls Time 0.067 (0.053)	Top1: 0.30
Test [6912/22066]	Net Time 0.009 (0.424)	Cls Time 0.047 (0.053)	Top1: 0.29
Test [7168/22066]	Net Time 0.010 (0.410)	Cls Time 0.045 (0.053)	Top1: 0.28
Test [7424/22066]	Net Time 1.277 (0.439)	Cls Time 0.048 (0.053)	Top1: 0.27
Test [7680/22066]	Net Time 0.010 (0.425)	Cls Time 0.048 (0.053)	Top1: 0.26
Test [7936/22066]	Net Time 0.077 (0.414)	Cls Time 0.039 (0.052)	Top1: 0.25
Test [8192/22066]	Net Time 0.011 (0.401)	Cls Time 0.058 (0.052)	Top1: 0.26
Test [8448/22066]	Net Time 1.685 (0.440)	Cls Time 0.060 (0.053)	Top1: 0.25
Test [8704/22066]	Net Time 0.006 (0.427)	Cls Time 0.049 (0.052)	Top1: 0.25
Test [8960/22066]	Net Time 0.010 (0.416)	Cls Time 0.045 (0.052)	Top1: 0.25
Test [9216/22066]	Net Time 0.009 (0.404)	Cls Time 0.060 (0.052)	Top1: 0.24
Test [9472/22066]	Net Time 0.945 (0.419)	Cls Time 0.045 (0.052)	Top1: 0.23
Test [9728/22066]	Net Time 0.009 (0.408)	Cls Time 0.060 (0.052)	Top1: 0.25
Test [9984/22066]	Net Time 0.008 (0.398)	Cls Time 0.049 (0.052)	Top1: 0.25
Test [10240/22066]	Net Time 0.008 (0.388)	Cls Time 0.048 (0.052)	Top1: 0.24
Test [10496/22066]	Net Time 1.099 (0.405)	Cls Time 0.057 (0.052)	Top1: 0.26
Test [10752/22066]	Net Time 0.009 (0.396)	Cls Time 0.049 (0.052)	Top1: 0.25
Test [11008/22066]	Net Time 0.008 (0.387)	Cls Time 0.046 (0.052)	Top1: 0.25
Test [11264/22066]	Net Time 0.008 (0.378)	Cls Time 0.060 (0.052)	Top1: 0.27
Test [11520/22066]	Net Time 0.655 (0.385)	Cls Time 0.045 (0.052)	Top1: 0.26
Test [11776/22066]	Net Time 0.719 (0.392)	Cls Time 0.052 (0.052)	Top1: 0.25
Test [12032/22066]	Net Time 0.010 (0.384)	Cls Time 0.046 (0.052)	Top1: 0.25
Test [12288/22066]	Net Time 0.009 (0.376)	Cls Time 0.059 (0.052)	Top1: 0.24
Test [12544/22066]	Net Time 0.440 (0.377)	Cls Time 0.048 (0.052)	Top1: 0.24
Test [12800/22066]	Net Time 1.342 (0.396)	Cls Time 0.060 (0.052)	Top1: 0.23
Test [13056/22066]	Net Time 0.009 (0.389)	Cls Time 0.046 (0.052)	Top1: 0.23
Test [13312/22066]	Net Time 0.011 (0.382)	Cls Time 0.057 (0.052)	Top1: 0.26
Test [13568/22066]	Net Time 0.010 (0.375)	Cls Time 0.048 (0.052)	Top1: 0.26
Test [13824/22066]	Net Time 1.743 (0.400)	Cls Time 0.067 (0.052)	Top1: 0.25
Test [14080/22066]	Net Time 0.009 (0.393)	Cls Time 0.048 (0.052)	Top1: 0.25
Test [14336/22066]	Net Time 0.008 (0.386)	Cls Time 0.048 (0.052)	Top1: 0.24
Test [14592/22066]	Net Time 0.028 (0.380)	Cls Time 0.052 (0.052)	Top1: 0.24
Test [14848/22066]	Net Time 0.897 (0.389)	Cls Time 0.047 (0.052)	Top1: 0.28
Test [15104/22066]	Net Time 0.008 (0.382)	Cls Time 0.048 (0.052)	Top1: 0.28
Test [15360/22066]	Net Time 0.010 (0.376)	Cls Time 0.059 (0.052)	Top1: 0.27
Test [15616/22066]	Net Time 0.009 (0.370)	Cls Time 0.048 (0.052)	Top1: 0.27
Test [15872/22066]	Net Time 1.667 (0.391)	Cls Time 0.060 (0.052)	Top1: 0.26
Test [16128/22066]	Net Time 0.009 (0.385)	Cls Time 0.046 (0.052)	Top1: 0.26
Test [16384/22066]	Net Time 0.021 (0.379)	Cls Time 0.036 (0.052)	Top1: 0.26
Test [16640/22066]	Net Time 0.031 (0.374)	Cls Time 0.039 (0.052)	Top1: 0.25
Test [16896/22066]	Net Time 0.967 (0.383)	Cls Time 0.049 (0.052)	Top1: 0.25
Test [17152/22066]	Net Time 0.008 (0.377)	Cls Time 0.046 (0.052)	Top1: 0.24
Test [17408/22066]	Net Time 0.008 (0.372)	Cls Time 0.060 (0.052)	Top1: 0.24
Test [17664/22066]	Net Time 0.009 (0.366)	Cls Time 0.052 (0.052)	Top1: 0.24
Test [17920/22066]	Net Time 1.708 (0.386)	Cls Time 0.059 (0.052)	Top1: 0.23
Test [18176/22066]	Net Time 0.009 (0.380)	Cls Time 0.049 (0.052)	Top1: 0.24
Test [18432/22066]	Net Time 0.009 (0.375)	Cls Time 0.062 (0.052)	Top1: 0.24
Test [18688/22066]	Net Time 0.064 (0.371)	Cls Time 0.030 (0.052)	Top1: 0.24
Test [18944/22066]	Net Time 1.001 (0.379)	Cls Time 0.049 (0.052)	Top1: 0.24
Test [19200/22066]	Net Time 0.009 (0.374)	Cls Time 0.059 (0.052)	Top1: 0.25
Test [19456/22066]	Net Time 0.030 (0.370)	Cls Time 0.037 (0.051)	Top1: 0.25
Test [19712/22066]	Net Time 0.070 (0.366)	Cls Time 0.039 (0.051)	Top1: 0.24
Test [19968/22066]	Net Time 1.416 (0.380)	Cls Time 0.060 (0.051)	Top1: 0.24
Test [20224/22066]	Net Time 0.008 (0.375)	Cls Time 0.059 (0.051)	Top1: 0.24
Test [20480/22066]	Net Time 0.008 (0.370)	Cls Time 0.047 (0.051)	Top1: 0.23
Test [20736/22066]	Net Time 0.008 (0.366)	Cls Time 0.048 (0.051)	Top1: 0.23
Test [20992/22066]	Net Time 1.032 (0.374)	Cls Time 0.057 (0.051)	Top1: 0.23
Test [21248/22066]	Net Time 0.008 (0.369)	Cls Time 0.059 (0.052)	Top1: 0.23
Test [21504/22066]	Net Time 0.007 (0.365)	Cls Time 0.049 (0.052)	Top1: 0.22
Test [21760/22066]	Net Time 0.007 (0.361)	Cls Time 0.047 (0.051)	Top1: 0.22
Test [22016/22066]	Net Time 0.812 (0.366)	Cls Time 0.058 (0.052)	Top1: 0.22
Test [22066/22066]	Net Time 0.148 (0.364)	Cls Time 0.002 (0.051)	Top1: 0.22
Epoch: [1][0/690]	Time 5.059 (5.059)	Data 4.907 (4.907)	Loss 21.2474 (21.2474)	
Epoch: [1][10/690]	Time 0.159 (1.093)	Data 0.000 (0.941)	Loss 21.8299 (21.6370)	
Epoch: [1][20/690]	Time 1.880 (0.949)	Data 1.725 (0.797)	Loss 21.9618 (21.4407)	
Epoch: [1][30/690]	Time 0.145 (0.928)	Data 0.000 (0.773)	Loss 22.5141 (21.6630)	
Epoch: [1][40/690]	Time 1.981 (0.889)	Data 1.833 (0.735)	Loss 23.3222 (21.9817)	
Epoch: [1][50/690]	Time 0.148 (0.864)	Data 0.000 (0.710)	Loss 23.6078 (22.2210)	
Epoch: [1][60/690]	Time 0.158 (0.868)	Data 0.000 (0.712)	Loss 20.1828 (22.1127)	
Epoch: [1][70/690]	Time 0.158 (0.839)	Data 0.000 (0.683)	Loss 21.2435 (22.0318)	
Epoch: [1][80/690]	Time 0.159 (0.842)	Data 0.000 (0.687)	Loss 23.0922 (21.9491)	
Epoch: [1][90/690]	Time 1.054 (0.837)	Data 0.891 (0.682)	Loss 20.4825 (22.0457)	
Epoch: [1][100/690]	Time 2.089 (0.841)	Data 1.940 (0.686)	Loss 21.9326 (21.9665)	
Epoch: [1][110/690]	Time 0.147 (0.822)	Data 0.000 (0.668)	Loss 22.0106 (21.9146)	
Epoch: [1][120/690]	Time 1.204 (0.825)	Data 1.047 (0.671)	Loss 21.7228 (21.8710)	
Epoch: [1][130/690]	Time 0.149 (0.824)	Data 0.000 (0.670)	Loss 19.6607 (21.7476)	
Epoch: [1][140/690]	Time 3.704 (0.840)	Data 3.547 (0.686)	Loss 19.5765 (21.5623)	
Epoch: [1][150/690]	Time 0.144 (0.834)	Data 0.000 (0.680)	Loss 20.3216 (21.4612)	
Epoch: [1][160/690]	Time 3.006 (0.845)	Data 2.847 (0.691)	Loss 20.1599 (21.3606)	
Epoch: [1][170/690]	Time 0.145 (0.834)	Data 0.000 (0.679)	Loss 20.0856 (21.3108)	
Epoch: [1][180/690]	Time 3.116 (0.835)	Data 2.959 (0.680)	Loss 21.1310 (21.2806)	
Epoch: [1][190/690]	Time 0.144 (0.826)	Data 0.000 (0.672)	Loss 19.8536 (21.2458)	
Epoch: [1][200/690]	Time 3.455 (0.836)	Data 3.298 (0.681)	Loss 20.1647 (21.1546)	
Epoch: [1][210/690]	Time 0.155 (0.822)	Data 0.000 (0.667)	Loss 18.2544 (21.0758)	
Epoch: [1][220/690]	Time 2.637 (0.830)	Data 2.473 (0.675)	Loss 19.3448 (21.0509)	
Epoch: [1][230/690]	Time 0.142 (0.822)	Data 0.000 (0.668)	Loss 20.0031 (20.9934)	
Epoch: [1][240/690]	Time 2.536 (0.826)	Data 2.377 (0.672)	Loss 21.8617 (21.0238)	
Epoch: [1][250/690]	Time 0.159 (0.820)	Data 0.000 (0.666)	Loss 19.1022 (20.9994)	
Epoch: [1][260/690]	Time 2.198 (0.820)	Data 2.042 (0.665)	Loss 18.4887 (20.8740)	
Epoch: [1][270/690]	Time 1.979 (0.821)	Data 1.810 (0.666)	Loss 20.3491 (20.8344)	
Epoch: [1][280/690]	Time 0.144 (0.819)	Data 0.000 (0.665)	Loss 19.0849 (20.7904)	
Epoch: [1][290/690]	Time 3.178 (0.826)	Data 3.020 (0.671)	Loss 20.6681 (20.7544)	
Epoch: [1][300/690]	Time 0.156 (0.818)	Data 0.000 (0.663)	Loss 19.8419 (20.7349)	
Epoch: [1][310/690]	Time 2.012 (0.820)	Data 1.860 (0.665)	Loss 22.1641 (20.7570)	
Epoch: [1][320/690]	Time 1.715 (0.816)	Data 1.553 (0.661)	Loss 20.6480 (20.7721)	
Epoch: [1][330/690]	Time 0.155 (0.817)	Data 0.000 (0.662)	Loss 21.4376 (20.7848)	
Epoch: [1][340/690]	Time 0.183 (0.816)	Data 0.000 (0.661)	Loss 18.9386 (20.7726)	
Epoch: [1][350/690]	Time 1.821 (0.813)	Data 1.679 (0.659)	Loss 17.4926 (20.6782)	
Epoch: [1][360/690]	Time 0.162 (0.815)	Data 0.000 (0.661)	Loss 18.4084 (20.6031)	
Epoch: [1][370/690]	Time 0.146 (0.810)	Data 0.000 (0.656)	Loss 20.5030 (20.5824)	
Epoch: [1][380/690]	Time 0.499 (0.812)	Data 0.301 (0.658)	Loss 20.7104 (20.5730)	
Epoch: [1][390/690]	Time 0.146 (0.812)	Data 0.000 (0.658)	Loss 19.2316 (20.5686)	
Epoch: [1][400/690]	Time 0.147 (0.812)	Data 0.000 (0.657)	Loss 17.9120 (20.5186)	
Epoch: [1][410/690]	Time 0.159 (0.813)	Data 0.000 (0.659)	Loss 20.8176 (20.4942)	
Epoch: [1][420/690]	Time 0.157 (0.811)	Data 0.000 (0.656)	Loss 18.4635 (20.4762)	
Epoch: [1][430/690]	Time 2.015 (0.814)	Data 1.868 (0.660)	Loss 19.0465 (20.4290)	
Epoch: [1][440/690]	Time 0.172 (0.811)	Data 0.000 (0.656)	Loss 20.1715 (20.4150)	
Epoch: [1][450/690]	Time 2.185 (0.815)	Data 2.028 (0.660)	Loss 20.7517 (20.4136)	
Epoch: [1][460/690]	Time 0.153 (0.809)	Data 0.000 (0.654)	Loss 19.9263 (20.4071)	
Epoch: [1][470/690]	Time 1.068 (0.810)	Data 0.914 (0.655)	Loss 19.4987 (20.3863)	
Epoch: [1][480/690]	Time 1.193 (0.810)	Data 1.036 (0.655)	Loss 17.7813 (20.3457)	
Epoch: [1][490/690]	Time 0.143 (0.813)	Data 0.000 (0.658)	Loss 17.3490 (20.2914)	
Epoch: [1][500/690]	Time 0.148 (0.809)	Data 0.000 (0.653)	Loss 19.2975 (20.2537)	
Epoch: [1][510/690]	Time 0.149 (0.809)	Data 0.000 (0.654)	Loss 18.1736 (20.2174)	
Epoch: [1][520/690]	Time 0.148 (0.809)	Data 0.000 (0.654)	Loss 19.5901 (20.1893)	
Epoch: [1][530/690]	Time 0.152 (0.811)	Data 0.000 (0.656)	Loss 21.2378 (20.1977)	
Epoch: [1][540/690]	Time 0.143 (0.808)	Data 0.000 (0.653)	Loss 19.8098 (20.2011)	
Epoch: [1][550/690]	Time 0.143 (0.809)	Data 0.000 (0.653)	Loss 20.1138 (20.1940)	
Epoch: [1][560/690]	Time 2.077 (0.812)	Data 1.934 (0.657)	Loss 19.1213 (20.1950)	
Epoch: [1][570/690]	Time 0.160 (0.810)	Data 0.000 (0.655)	Loss 20.1304 (20.1784)	
Epoch: [1][580/690]	Time 1.442 (0.809)	Data 1.261 (0.654)	Loss 21.3988 (20.2027)	
Epoch: [1][590/690]	Time 0.166 (0.810)	Data 0.000 (0.654)	Loss 19.5071 (20.1986)	
Epoch: [1][600/690]	Time 2.194 (0.810)	Data 2.049 (0.655)	Loss 20.0486 (20.1800)	
Epoch: [1][610/690]	Time 0.150 (0.808)	Data 0.000 (0.653)	Loss 22.1461 (20.1939)	
Epoch: [1][620/690]	Time 1.949 (0.809)	Data 1.796 (0.654)	Loss 21.6611 (20.2223)	
Epoch: [1][630/690]	Time 0.147 (0.809)	Data 0.000 (0.654)	Loss 21.0970 (20.2351)	
Epoch: [1][640/690]	Time 1.889 (0.808)	Data 1.739 (0.653)	Loss 22.6537 (20.2605)	
Epoch: [1][650/690]	Time 1.861 (0.807)	Data 1.684 (0.652)	Loss 20.2245 (20.2758)	
Epoch: [1][660/690]	Time 1.307 (0.807)	Data 1.158 (0.652)	Loss 19.8254 (20.2655)	
Epoch: [1][670/690]	Time 1.397 (0.809)	Data 1.239 (0.654)	Loss 18.9863 (20.2540)	
Epoch: [1][680/690]	Time 0.546 (0.807)	Data 0.390 (0.652)	Loss 18.9909 (20.2344)	
Test [256/22066]	Net Time 1.830 (1.830)	Cls Time 0.044 (0.044)	Top1: 0.00
Test [512/22066]	Net Time 0.008 (0.919)	Cls Time 0.048 (0.046)	Top1: 0.20
Test [768/22066]	Net Time 0.969 (0.936)	Cls Time 0.056 (0.050)	Top1: 0.13
Test [1024/22066]	Net Time 0.011 (0.704)	Cls Time 0.080 (0.057)	Top1: 0.10
Test [1280/22066]	Net Time 0.016 (0.567)	Cls Time 0.044 (0.055)	Top1: 0.16
Test [1536/22066]	Net Time 0.093 (0.488)	Cls Time 0.046 (0.053)	Top1: 0.13
Test [1792/22066]	Net Time 0.689 (0.517)	Cls Time 0.048 (0.052)	Top1: 0.11
Test [2048/22066]	Net Time 0.708 (0.540)	Cls Time 0.059 (0.053)	Top1: 0.10
Test [2304/22066]	Net Time 0.411 (0.526)	Cls Time 0.039 (0.052)	Top1: 0.35
Test [2560/22066]	Net Time 0.011 (0.475)	Cls Time 0.047 (0.051)	Top1: 0.31
Test [2816/22066]	Net Time 0.090 (0.440)	Cls Time 0.060 (0.052)	Top1: 0.28
Test [3072/22066]	Net Time 1.315 (0.513)	Cls Time 0.049 (0.052)	Top1: 0.26
Test [3328/22066]	Net Time 0.526 (0.514)	Cls Time 0.060 (0.052)	Top1: 0.24
Test [3584/22066]	Net Time 0.008 (0.478)	Cls Time 0.048 (0.052)	Top1: 0.25
Test [3840/22066]	Net Time 0.009 (0.446)	Cls Time 0.047 (0.052)	Top1: 0.23
Test [4096/22066]	Net Time 0.497 (0.449)	Cls Time 0.039 (0.051)	Top1: 0.24
Test [4352/22066]	Net Time 1.167 (0.492)	Cls Time 0.040 (0.050)	Top1: 0.23
Test [4608/22066]	Net Time 0.011 (0.465)	Cls Time 0.068 (0.051)	Top1: 0.22
Test [4864/22066]	Net Time 0.066 (0.444)	Cls Time 0.039 (0.051)	Top1: 0.23
Test [5120/22066]	Net Time 0.021 (0.423)	Cls Time 0.040 (0.050)	Top1: 0.35
Test [5376/22066]	Net Time 1.662 (0.482)	Cls Time 0.063 (0.051)	Top1: 0.33
Test [5632/22066]	Net Time 0.011 (0.460)	Cls Time 0.062 (0.051)	Top1: 0.32
Test [5888/22066]	Net Time 0.008 (0.441)	Cls Time 0.059 (0.052)	Top1: 0.31
Test [6144/22066]	Net Time 0.010 (0.423)	Cls Time 0.048 (0.051)	Top1: 0.29
Test [6400/22066]	Net Time 1.743 (0.476)	Cls Time 0.070 (0.052)	Top1: 0.28
Test [6656/22066]	Net Time 0.008 (0.458)	Cls Time 0.052 (0.052)	Top1: 0.27
Test [6912/22066]	Net Time 0.006 (0.441)	Cls Time 0.063 (0.053)	Top1: 0.26
Test [7168/22066]	Net Time 0.006 (0.425)	Cls Time 0.048 (0.052)	Top1: 0.25
Test [7424/22066]	Net Time 0.992 (0.445)	Cls Time 0.048 (0.052)	Top1: 0.24
Test [7680/22066]	Net Time 0.009 (0.430)	Cls Time 0.049 (0.052)	Top1: 0.25
Test [7936/22066]	Net Time 0.009 (0.417)	Cls Time 0.059 (0.052)	Top1: 0.24
Test [8192/22066]	Net Time 0.011 (0.404)	Cls Time 0.059 (0.053)	Top1: 0.24
Test [8448/22066]	Net Time 1.876 (0.449)	Cls Time 0.060 (0.053)	Top1: 0.26
Test [8704/22066]	Net Time 0.010 (0.436)	Cls Time 0.046 (0.053)	Top1: 0.25
